k,S1,S2,S3,ST1,ST2,ST3,lambda,FST1,FST2,FST3,increase,Sinteract
0.03,0.95,1,0.95,0.93765,0.987,0.93765,0.232739876,0.93765,0.987,0.93765,0,0.867758085
0.03,0.95,0.95,1,0.93765,0.93765,0.987,0.24162066,0.93765,0.93765,0.987,0,0.867758085
0.03,1,1,0.85,0.987,0.987,0.83895,0.077810284,0.987,0.987,0.83895,0,0.817279083
0.03,1,0.85,1,0.987,0.83895,0.987,0.084186542,0.987,0.83895,0.987,0,0.817279083
0.03,0.85,1,1,0.83895,0.987,0.987,0.03280651,0.83895,0.987,0.987,0,0.817279083
0.03,1,0.85,0.85,0.987,0.83895,0.83895,0.003743917,0.987,0.83895,0.83895,0,0.69468722
0.03,0.85,1,0.85,0.83895,0.987,0.83895,0.001544802,0.83895,0.987,0.83895,0,0.69468722
0.03,0.85,0.85,1,0.83895,0.83895,0.987,0.001679719,0.83895,0.83895,0.987,0,0.69468722
0.03,0.9,0.9,0.95,0.8883,0.8883,0.93765,0.006694081,0.8883,0.8883,0.93765,0,0.739877946
0.03,0.9,0.95,0.9,0.8883,0.93765,0.8883,0.006535693,0.8883,0.93765,0.8883,0,0.739877946
0.03,0.95,0.9,0.9,0.93765,0.8883,0.8883,0.008779571,0.93765,0.8883,0.8883,0,0.739877946
0.03,0.9,0.95,0.95,0.8883,0.93765,0.93765,0.017986831,0.8883,0.93765,0.93765,0,0.780982276
0.03,0.95,0.9,0.95,0.93765,0.8883,0.93765,0.024278323,0.93765,0.8883,0.93765,0,0.780982276
0.03,0.95,0.95,0.9,0.93765,0.93765,0.8883,0.023729342,0.93765,0.93765,0.8883,0,0.780982276
0.03,0.9,0.9,0.85,0.8883,0.8883,0.83895,8.99E-04,0.8883,0.8883,0.83895,0,0.661996057
0.03,0.9,0.85,0.9,0.8883,0.83895,0.8883,9.28E-04,0.8883,0.83895,0.8883,0,0.661996057
0.03,0.85,0.9,0.9,0.83895,0.8883,0.8883,6.79E-04,0.83895,0.8883,0.8883,0,0.661996057
0.03,0.9,0.85,0.85,0.8883,0.83895,0.83895,3.35E-04,0.8883,0.83895,0.83895,0,0.625218498
0.03,0.85,0.9,0.85,0.83895,0.8883,0.83895,2.44E-04,0.83895,0.8883,0.83895,0,0.625218498
0.03,0.85,0.85,0.9,0.83895,0.83895,0.8883,2.53E-04,0.83895,0.83895,0.8883,0,0.625218498
0.03,0.8,0.8,0.95,0.7896,0.7896,0.93765,6.05E-05,0.7896,0.7896,0.93765,0,0.58459492
0.03,0.8,0.95,0.8,0.7896,0.93765,0.7896,5.32E-05,0.7896,0.93765,0.7896,0,0.58459492
0.03,0.95,0.8,0.8,0.93765,0.7896,0.7896,1.38E-04,0.93765,0.7896,0.7896,0,0.58459492
0.03,0.8,0.95,0.95,0.7896,0.93765,0.93765,0.001161445,0.7896,0.93765,0.93765,0,0.694206468
0.03,0.95,0.8,0.95,0.93765,0.7896,0.93765,0.002957623,0.93765,0.7896,0.93765,0,0.694206468
0.03,0.95,0.95,0.8,0.93765,0.93765,0.7896,0.002719835,0.93765,0.93765,0.7896,0,0.694206468
0.03,0.8,0.8,0.85,0.7896,0.7896,0.83895,8.27E-06,0.7896,0.7896,0.83895,0,0.523058613
0.03,0.8,0.85,0.8,0.7896,0.83895,0.7896,7.87E-06,0.7896,0.83895,0.7896,0,0.523058613
0.03,0.85,0.8,0.8,0.83895,0.7896,0.7896,1.10E-05,0.83895,0.7896,0.7896,0,0.523058613
0.03,0.8,0.85,0.85,0.7896,0.83895,0.83895,2.32E-05,0.7896,0.83895,0.83895,0,0.555749776
0.03,0.85,0.8,0.85,0.83895,0.7896,0.83895,3.24E-05,0.83895,0.7896,0.83895,0,0.555749776
0.03,0.85,0.85,0.8,0.83895,0.83895,0.7896,3.10E-05,0.83895,0.83895,0.7896,0,0.555749776
0.03,1,0.9,0.95,0.987,0.8883,0.93765,0.092228595,0.987,0.8883,0.93765,0,0.822086607
0.03,1,0.95,0.9,0.987,0.93765,0.8883,0.089747801,0.987,0.93765,0.8883,0,0.822086607
0.03,0.95,1,0.9,0.93765,0.987,0.8883,0.065896788,0.93765,0.987,0.8883,0,0.822086607
0.03,0.95,0.9,1,0.93765,0.8883,0.987,0.069436657,0.93765,0.8883,0.987,0,0.822086607
0.03,1,0.8,0.95,0.987,0.7896,0.93765,0.00970562,0.987,0.7896,0.93765,0,0.73074365
0.03,1,0.95,0.8,0.987,0.93765,0.7896,0.008978172,0.987,0.93765,0.7896,0,0.73074365
0.03,0.95,1,0.8,0.93765,0.987,0.7896,0.006812691,0.93765,0.987,0.7896,0,0.73074365
0.03,0.95,0.8,1,0.93765,0.7896,0.987,0.007495096,0.93765,0.7896,0.987,0,0.73074365
0.03,0.9,0.8,0.95,0.8883,0.7896,0.93765,8.61E-04,0.8883,0.7896,0.93765,0,0.657669285
0.03,0.9,0.95,0.8,0.8883,0.93765,0.7896,7.83E-04,0.8883,0.93765,0.7896,0,0.657669285
0.03,0.95,0.9,0.8,0.93765,0.8883,0.7896,0.001051998,0.93765,0.8883,0.7896,0,0.657669285
0.03,0.95,0.8,0.9,0.93765,0.7896,0.8883,0.001122815,0.93765,0.7896,0.8883,0,0.657669285
0.03,0.8,0.9,0.95,0.7896,0.8883,0.93765,4.53E-04,0.7896,0.8883,0.93765,0,0.657669285
0.03,0.8,0.95,0.9,0.7896,0.93765,0.8883,4.38E-04,0.7896,0.93765,0.8883,0,0.657669285
0.03,0.95,0.8,0.9,0.93765,0.7896,0.8883,0.001122815,0.93765,0.7896,0.8883,0,0.657669285
0.03,0.95,0.9,0.8,0.93765,0.8883,0.7896,0.001051998,0.93765,0.8883,0.7896,0,0.657669285
0.035,1,1,0.95,0.987,0.987,0.93765,2.416100884,0.987,0.987,0.93765,1,0.913429563
0.035,1,0.95,1,0.987,0.93765,0.987,2.365601512,0.987,0.93765,0.987,1,0.913429563
0.035,0.95,1,1,0.93765,0.987,0.987,1.804261254,0.93765,0.987,0.987,1,0.913429563
0.035,1,0.95,0.95,0.987,0.93765,0.93765,0.555541,0.987,0.93765,0.93765,0,0.867758085
0.035,0.95,1,0.95,0.93765,0.987,0.93765,0.438047056,0.93765,0.987,0.93765,0,0.867758085
0.035,0.95,0.95,1,0.93765,0.93765,0.987,0.429150282,0.93765,0.93765,0.987,0,0.867758085
0.035,1,1,0.85,0.987,0.987,0.83895,0.142162688,0.987,0.987,0.83895,0,0.817279083
0.035,1,0.85,1,0.987,0.83895,0.987,0.130739975,0.987,0.83895,0.987,0,0.817279083
0.035,0.85,1,1,0.83895,0.987,0.987,0.070226392,0.83895,0.987,0.987,0,0.817279083
0.035,1,0.85,0.85,0.987,0.83895,0.83895,0.007558484,0.987,0.83895,0.83895,0,0.69468722
0.035,0.85,1,0.85,0.83895,0.987,0.83895,0.004326504,0.83895,0.987,0.83895,0,0.69468722
0.035,0.85,0.85,1,0.83895,0.83895,0.987,0.004041786,0.83895,0.83895,0.987,0,0.69468722
0.035,0.9,0.9,0.95,0.8883,0.8883,0.93765,0.014032194,0.8883,0.8883,0.93765,0,0.739877946
0.035,0.9,0.95,0.9,0.8883,0.93765,0.8883,0.014382545,0.8883,0.93765,0.8883,0,0.739877946
0.035,0.95,0.9,0.9,0.93765,0.8883,0.8883,0.017341181,0.93765,0.8883,0.8883,0,0.739877946
0.035,0.9,0.95,0.95,0.8883,0.93765,0.93765,0.036355711,0.8883,0.93765,0.93765,0,0.780982276
0.035,0.95,0.9,0.95,0.93765,0.8883,0.93765,0.044113265,0.93765,0.8883,0.93765,0,0.780982276
0.035,0.95,0.95,0.9,0.93765,0.93765,0.8883,0.045291208,0.93765,0.93765,0.8883,0,0.780982276
0.035,0.9,0.9,0.85,0.8883,0.8883,0.83895,0.002408547,0.8883,0.8883,0.83895,0,0.661996057
0.035,0.9,0.85,0.9,0.8883,0.83895,0.8883,0.002358427,0.8883,0.83895,0.8883,0,0.661996057
0.035,0.85,0.9,0.9,0.83895,0.8883,0.8883,0.001932645,0.83895,0.8883,0.8883,0,0.661996057
0.035,0.9,0.85,0.85,0.8883,0.83895,0.83895,9.79E-04,0.8883,0.83895,0.83895,0,0.625218498
0.035,0.85,0.9,0.85,0.83895,0.8883,0.83895,8.01E-04,0.83895,0.8883,0.83895,0,0.625218498
0.035,0.85,0.85,0.9,0.83895,0.83895,0.8883,7.87E-04,0.83895,0.83895,0.8883,0,0.625218498
0.035,0.8,0.8,0.95,0.7896,0.7896,0.93765,2.22E-04,0.7896,0.7896,0.93765,0,0.58459492
0.035,0.8,0.95,0.8,0.7896,0.93765,0.7896,2.32E-04,0.7896,0.93765,0.7896,0,0.58459492
0.035,0.95,0.8,0.8,0.93765,0.7896,0.7896,4.26E-04,0.93765,0.7896,0.7896,0,0.58459492
0.035,0.8,0.95,0.95,0.7896,0.93765,0.93765,0.00332037,0.7896,0.93765,0.93765,0,0.694206468
0.035,0.95,0.8,0.95,0.93765,0.7896,0.93765,0.005990605,0.93765,0.7896,0.93765,0,0.694206468
0.035,0.95,0.95,0.8,0.93765,0.93765,0.7896,0.00643821,0.93765,0.93765,0.7896,0,0.694206468
0.035,0.8,0.8,0.85,0.7896,0.7896,0.83895,4.07E-05,0.7896,0.7896,0.83895,0,0.523058613
0.035,0.8,0.85,0.8,0.7896,0.83895,0.7896,4.10E-05,0.7896,0.83895,0.7896,0,0.523058613
0.035,0.85,0.8,0.8,0.83895,0.7896,0.7896,5.10E-05,0.83895,0.7896,0.7896,0,0.523058613
0.035,0.8,0.85,0.85,0.7896,0.83895,0.83895,1.03E-04,0.7896,0.83895,0.83895,0,0.555749776
0.035,0.85,0.8,0.85,0.83895,0.7896,0.83895,1.28E-04,0.83895,0.7896,0.83895,0,0.555749776
0.035,0.85,0.85,0.8,0.83895,0.83895,0.7896,1.30E-04,0.83895,0.83895,0.7896,0,0.555749776
0.035,1,0.9,0.95,0.987,0.8883,0.93765,0.151259012,0.987,0.8883,0.93765,0,0.822086607
0.035,1,0.95,0.9,0.987,0.93765,0.8883,0.155482291,0.987,0.93765,0.8883,0,0.822086607
0.035,0.95,1,0.9,0.93765,0.987,0.8883,0.126377124,0.93765,0.987,0.8883,0,0.822086607
0.035,0.95,0.9,1,0.93765,0.8883,0.987,0.120327056,0.93765,0.8883,0.987,0,0.822086607
0.035,1,0.8,0.95,0.987,0.7896,0.93765,0.016652708,0.987,0.7896,0.93765,0,0.73074365
0.035,1,0.95,0.8,0.987,0.93765,0.7896,0.018010974,0.987,0.93765,0.7896,0,0.73074365
0.035,0.95,1,0.8,0.93765,0.987,0.7896,0.015112316,0.93765,0.987,0.7896,0,0.73074365
0.035,0.95,0.8,1,0.93765,0.7896,0.987,0.013598977,0.93765,0.7896,0.987,0,0.73074365
0.035,0.9,0.8,0.95,0.8883,0.7896,0.93765,0.002100107,0.8883,0.7896,0.93765,0,0.657669285
0.035,0.9,0.95,0.8,0.8883,0.93765,0.7896,0.002238936,0.8883,0.93765,0.7896,0,0.657669285
0.035,0.95,0.9,0.8,0.93765,0.8883,0.7896,0.00269553,0.93765,0.8883,0.7896,0,0.657669285
0.035,0.95,0.8,0.9,0.93765,0.7896,0.8883,0.002585596,0.93765,0.7896,0.8883,0,0.657669285
0.035,0.8,0.9,0.95,0.7896,0.8883,0.93765,0.001393761,0.7896,0.8883,0.93765,0,0.657669285
0.035,0.8,0.95,0.9,0.7896,0.93765,0.8883,0.001420525,0.7896,0.93765,0.8883,0,0.657669285
0.035,0.95,0.8,0.9,0.93765,0.7896,0.8883,0.002585596,0.93765,0.7896,0.8883,0,0.657669285
0.035,0.95,0.9,0.8,0.93765,0.8883,0.7896,0.00269553,0.93765,0.8883,0.7896,0,0.657669285
0.04,1,1,0.95,0.987,0.987,0.93765,4.451460234,0.987,0.987,0.93765,1,0.913429563
0.04,1,0.95,1,0.987,0.93765,0.987,3.977409743,0.987,0.93765,0.987,1,0.913429563
0.04,0.95,1,1,0.93765,0.987,0.987,3.242730553,0.93765,0.987,0.987,1,0.913429563
0.04,1,0.95,0.95,0.987,0.93765,0.93765,1.006257113,0.987,0.93765,0.93765,1,0.867758085
0.04,0.95,1,0.95,0.93765,0.987,0.93765,0.8410914,0.93765,0.987,0.93765,0,0.867758085
0.04,0.95,0.95,1,0.93765,0.93765,0.987,0.763827203,0.93765,0.93765,0.987,0,0.867758085
0.04,1,1,0.85,0.987,0.987,0.83895,0.288265527,0.987,0.987,0.83895,0,0.817279083
0.04,1,0.85,1,0.987,0.83895,0.987,0.217634003,0.987,0.83895,0.987,0,0.817279083
0.04,0.85,1,1,0.83895,0.987,0.987,0.137470055,0.83895,0.987,0.987,0,0.817279083
0.04,1,0.85,0.85,0.987,0.83895,0.83895,0.01572041,0.987,0.83895,0.83895,0,0.69468722
0.04,0.85,1,0.85,0.83895,0.987,0.83895,0.010658519,0.83895,0.987,0.83895,0,0.69468722
0.04,0.85,0.85,1,0.83895,0.83895,0.987,0.008660569,0.83895,0.83895,0.987,0,0.69468722
0.04,0.9,0.9,0.95,0.8883,0.8883,0.93765,0.027976299,0.8883,0.8883,0.93765,0,0.739877946
0.04,0.9,0.95,0.9,0.8883,0.93765,0.8883,0.030113498,0.8883,0.93765,0.8883,0,0.739877946
0.04,0.95,0.9,0.9,0.93765,0.8883,0.8883,0.034367015,0.93765,0.8883,0.8883,0,0.739877946
0.04,0.9,0.95,0.95,0.8883,0.93765,0.93765,0.071124879,0.8883,0.93765,0.93765,0,0.780982276
0.04,0.95,0.9,0.95,0.93765,0.8883,0.93765,0.081821531,0.93765,0.8883,0.93765,0,0.780982276
0.04,0.95,0.95,0.9,0.93765,0.93765,0.8883,0.088808428,0.93765,0.93765,0.8883,0,0.780982276
0.04,0.9,0.9,0.85,0.8883,0.8883,0.83895,0.005935492,0.8883,0.8883,0.83895,0,0.661996057
0.04,0.9,0.85,0.9,0.8883,0.83895,0.8883,0.005528337,0.8883,0.83895,0.8883,0,0.661996057
0.04,0.85,0.9,0.9,0.83895,0.8883,0.8883,0.004820336,0.83895,0.8883,0.8883,0,0.661996057
0.04,0.9,0.85,0.85,0.8883,0.83895,0.83895,0.002616448,0.8883,0.83895,0.83895,0,0.625218498
0.04,0.85,0.9,0.85,0.83895,0.8883,0.83895,0.002274562,0.83895,0.8883,0.83895,0,0.625218498
0.04,0.85,0.85,0.9,0.83895,0.83895,0.8883,0.002124596,0.83895,0.83895,0.8883,0,0.625218498
0.04,0.8,0.8,0.95,0.7896,0.7896,0.93765,6.73E-04,0.7896,0.7896,0.93765,0,0.58459492
0.04,0.8,0.95,0.8,0.7896,0.93765,0.7896,8.20E-04,0.7896,0.93765,0.7896,0,0.58459492
0.04,0.95,0.8,0.8,0.93765,0.7896,0.7896,0.001258643,0.93765,0.7896,0.7896,0,0.58459492
0.04,0.8,0.95,0.95,0.7896,0.93765,0.93765,0.007953258,0.7896,0.93765,0.93765,0,0.694206468
0.04,0.95,0.8,0.95,0.93765,0.7896,0.93765,0.011912412,0.93765,0.7896,0.93765,0,0.694206468
0.04,0.95,0.95,0.8,0.93765,0.93765,0.7896,0.014908254,0.93765,0.93765,0.7896,0,0.694206468
0.04,0.8,0.8,0.85,0.7896,0.7896,0.83895,1.62E-04,0.7896,0.7896,0.83895,0,0.523058613
0.04,0.8,0.85,0.8,0.7896,0.83895,0.7896,1.73E-04,0.7896,0.83895,0.7896,0,0.523058613
0.04,0.85,0.8,0.8,0.83895,0.7896,0.7896,2.02E-04,0.83895,0.7896,0.7896,0,0.523058613
0.04,0.8,0.85,0.85,0.7896,0.83895,0.83895,3.75E-04,0.7896,0.83895,0.83895,0,0.555749776
0.04,0.85,0.8,0.85,0.83895,0.7896,0.83895,4.38E-04,0.83895,0.7896,0.83895,0,0.555749776
0.04,0.85,0.85,0.8,0.83895,0.83895,0.7896,4.67E-04,0.83895,0.83895,0.7896,0,0.555749776
0.04,1,0.9,0.95,0.987,0.8883,0.93765,0.268779916,0.987,0.8883,0.93765,0,0.822086607
0.04,1,0.95,0.9,0.987,0.93765,0.8883,0.295369283,0.987,0.93765,0.8883,0,0.822086607
0.04,0.95,1,0.9,0.93765,0.987,0.8883,0.252655891,0.93765,0.987,0.8883,0,0.822086607
0.04,0.95,0.9,1,0.93765,0.8883,0.987,0.211851186,0.93765,0.8883,0.987,0,0.822086607
0.04,1,0.8,0.95,0.987,0.7896,0.93765,0.029921776,0.987,0.7896,0.93765,0,0.73074365
0.04,1,0.95,0.8,0.987,0.93765,0.7896,0.038047167,0.987,0.93765,0.7896,0,0.73074365
0.04,0.95,1,0.8,0.93765,0.987,0.7896,0.033532791,0.93765,0.987,0.7896,0,0.73074365
0.04,0.95,0.8,1,0.93765,0.7896,0.987,0.02459427,0.93765,0.7896,0.987,0,0.73074365
0.04,0.9,0.8,0.95,0.8883,0.7896,0.93765,0.004734288,0.8883,0.7896,0.93765,0,0.657669285
0.04,0.9,0.95,0.8,0.8883,0.93765,0.7896,0.005863607,0.8883,0.93765,0.7896,0,0.657669285
0.04,0.95,0.9,0.8,0.93765,0.8883,0.7896,0.006669398,0.93765,0.8883,0.7896,0,0.657669285
0.04,0.95,0.8,0.9,0.93765,0.7896,0.8883,0.005770376,0.93765,0.7896,0.8883,0,0.657669285
0.04,0.8,0.9,0.95,0.7896,0.8883,0.93765,0.003574703,0.7896,0.8883,0.93765,0,0.657669285
0.04,0.8,0.95,0.9,0.7896,0.93765,0.8883,0.003818036,0.7896,0.93765,0.8883,0,0.657669285
0.04,0.95,0.8,0.9,0.93765,0.7896,0.8883,0.005770376,0.93765,0.7896,0.8883,0,0.657669285
0.04,0.95,0.9,0.8,0.93765,0.8883,0.7896,0.006669398,0.93765,0.8883,0.7896,0,0.657669285
0.045,1,1,0.95,0.987,0.987,0.93765,6.769047848,0.987,0.987,0.93765,1,0.913429563
0.045,1,0.95,1,0.987,0.93765,0.987,6.693409434,0.987,0.93765,0.987,1,0.913429563
0.045,0.95,1,1,0.93765,0.987,0.987,5.351748481,0.93765,0.987,0.987,1,0.913429563
0.045,1,0.95,0.95,0.987,0.93765,0.93765,1.619094331,0.987,0.93765,0.93765,1,0.867758085
0.045,0.95,1,0.95,0.93765,0.987,0.93765,1.330005545,0.93765,0.987,0.93765,1,0.867758085
0.045,0.95,0.95,1,0.93765,0.93765,0.987,1.316669245,0.93765,0.93765,0.987,1,0.867758085
0.045,1,1,0.85,0.987,0.987,0.83895,0.406088598,0.987,0.987,0.83895,0,0.817279083
0.045,1,0.85,1,0.987,0.83895,0.987,0.388244165,0.987,0.83895,0.987,0,0.817279083
0.045,0.85,1,1,0.83895,0.987,0.987,0.234326843,0.83895,0.987,0.987,0,0.817279083
0.045,1,0.85,0.85,0.987,0.83895,0.83895,0.02526295,0.987,0.83895,0.83895,0,0.69468722
0.045,0.85,1,0.85,0.83895,0.987,0.83895,0.017213837,0.83895,0.987,0.83895,0,0.69468722
0.045,0.85,0.85,1,0.83895,0.83895,0.987,0.016484168,0.83895,0.83895,0.987,0,0.69468722
0.045,0.9,0.9,0.95,0.8883,0.8883,0.93765,0.047735737,0.8883,0.8883,0.93765,0,0.739877946
0.045,0.9,0.95,0.9,0.8883,0.93765,0.8883,0.048408286,0.8883,0.93765,0.8883,0,0.739877946
0.045,0.95,0.9,0.9,0.93765,0.8883,0.8883,0.055417696,0.93765,0.8883,0.8883,0,0.739877946
0.045,0.9,0.95,0.95,0.8883,0.93765,0.93765,0.117453115,0.8883,0.93765,0.93765,0,0.780982276
0.045,0.95,0.9,0.95,0.93765,0.8883,0.93765,0.136389673,0.93765,0.8883,0.93765,0,0.780982276
0.045,0.95,0.95,0.9,0.93765,0.93765,0.8883,0.138329269,0.93765,0.93765,0.8883,0,0.780982276
0.045,0.9,0.9,0.85,0.8883,0.8883,0.83895,0.010184328,0.8883,0.8883,0.83895,0,0.661996057
0.045,0.9,0.85,0.9,0.8883,0.83895,0.8883,0.010012422,0.8883,0.83895,0.8883,0,0.661996057
0.045,0.85,0.9,0.9,0.83895,0.8883,0.8883,0.008784528,0.83895,0.8883,0.8883,0,0.661996057
0.045,0.9,0.85,0.85,0.8883,0.83895,0.83895,0.004866797,0.8883,0.83895,0.83895,0,0.625218498
0.045,0.85,0.9,0.85,0.83895,0.8883,0.83895,0.00426062,0.83895,0.8883,0.83895,0,0.625218498
0.045,0.85,0.85,0.9,0.83895,0.83895,0.8883,0.004192247,0.83895,0.83895,0.8883,0,0.625218498
0.045,0.8,0.8,0.95,0.7896,0.7896,0.93765,0.001551887,0.7896,0.7896,0.93765,0,0.58459492
0.045,0.8,0.95,0.8,0.7896,0.93765,0.7896,0.001625759,0.7896,0.93765,0.7896,0,0.58459492
0.045,0.95,0.8,0.8,0.93765,0.7896,0.7896,0.002444926,0.93765,0.7896,0.7896,0,0.58459492
0.045,0.8,0.95,0.95,0.7896,0.93765,0.93765,0.014436524,0.7896,0.93765,0.93765,0,0.694206468
0.045,0.95,0.8,0.95,0.93765,0.7896,0.93765,0.021399842,0.93765,0.7896,0.93765,0,0.694206468
0.045,0.95,0.95,0.8,0.93765,0.93765,0.7896,0.022592138,0.93765,0.93765,0.7896,0,0.694206468
0.045,0.8,0.8,0.85,0.7896,0.7896,0.83895,4.05E-04,0.7896,0.7896,0.83895,0,0.523058613
0.045,0.8,0.85,0.8,0.7896,0.83895,0.7896,4.10E-04,0.7896,0.83895,0.7896,0,0.523058613
0.045,0.85,0.8,0.8,0.83895,0.7896,0.7896,4.76E-04,0.83895,0.7896,0.7896,0,0.523058613
0.045,0.8,0.85,0.85,0.7896,0.83895,0.83895,8.48E-04,0.7896,0.83895,0.83895,0,0.555749776
0.045,0.85,0.8,0.85,0.83895,0.7896,0.83895,9.83E-04,0.83895,0.7896,0.83895,0,0.555749776
0.045,0.85,0.85,0.8,0.83895,0.83895,0.7896,9.97E-04,0.83895,0.83895,0.7896,0,0.555749776
0.045,1,0.9,0.95,0.987,0.8883,0.93765,0.44506733,0.987,0.8883,0.93765,0,0.822086607
0.045,1,0.95,0.9,0.987,0.93765,0.8883,0.451511618,0.987,0.93765,0.8883,0,0.822086607
0.045,0.95,1,0.9,0.93765,0.987,0.8883,0.381304025,0.93765,0.987,0.8883,0,0.822086607
0.045,0.95,0.9,1,0.93765,0.8883,0.987,0.372176259,0.93765,0.8883,0.987,0,0.822086607
0.045,1,0.8,0.95,0.987,0.7896,0.93765,0.051592106,0.987,0.7896,0.93765,0,0.73074365
0.045,1,0.95,0.8,0.987,0.93765,0.7896,0.054527974,0.987,0.93765,0.7896,0,0.73074365
0.045,0.95,1,0.8,0.93765,0.987,0.7896,0.047919115,0.93765,0.987,0.7896,0,0.73074365
0.045,0.95,0.8,1,0.93765,0.7896,0.987,0.044709864,0.93765,0.7896,0.987,0,0.73074365
0.045,0.9,0.8,0.95,0.8883,0.7896,0.93765,0.009086074,0.8883,0.7896,0.93765,0,0.657669285
0.045,0.9,0.95,0.8,0.8883,0.93765,0.7896,0.009574467,0.8883,0.93765,0.7896,0,0.657669285
0.045,0.95,0.9,0.8,0.93765,0.8883,0.7896,0.010851161,0.93765,0.8883,0.7896,0,0.657669285
0.045,0.95,0.8,0.9,0.93765,0.7896,0.8883,0.010472299,0.93765,0.7896,0.8883,0,0.657669285
0.045,0.8,0.9,0.95,0.7896,0.8883,0.93765,0.006966241,0.7896,0.8883,0.93765,0,0.657669285
0.045,0.8,0.95,0.9,0.7896,0.93765,0.8883,0.0070607,0.7896,0.93765,0.8883,0,0.657669285
0.045,0.95,0.8,0.9,0.93765,0.7896,0.8883,0.010472299,0.93765,0.7896,0.8883,0,0.657669285
0.045,0.95,0.9,0.8,0.93765,0.8883,0.7896,0.010851161,0.93765,0.8883,0.7896,0,0.657669285
0.05,1,1,0.95,0.987,0.987,0.93765,11.46336101,0.987,0.987,0.93765,1,0.913429563
0.05,1,0.95,1,0.987,0.93765,0.987,11.33939579,0.987,0.93765,0.987,1,0.913429563
0.05,0.95,1,1,0.93765,0.987,0.987,7.943323503,0.93765,0.987,0.987,1,0.913429563
0.05,1,0.95,0.95,0.987,0.93765,0.93765,2.995152894,0.987,0.93765,0.93765,1,0.867758085
0.05,0.95,1,0.95,0.93765,0.987,0.93765,2.176286276,0.93765,0.987,0.93765,1,0.867758085
0.05,0.95,0.95,1,0.93765,0.93765,0.987,2.158309588,0.93765,0.93765,0.987,1,0.867758085
0.05,1,1,0.85,0.987,0.987,0.83895,0.781223893,0.987,0.987,0.83895,0,0.817279083
0.05,1,0.85,1,0.987,0.83895,0.987,0.756717563,0.987,0.83895,0.987,0,0.817279083
0.05,0.85,1,1,0.83895,0.987,0.987,0.331640876,0.83895,0.987,0.987,0,0.817279083
0.05,1,0.85,0.85,0.987,0.83895,0.83895,0.05095596,0.987,0.83895,0.83895,0,0.69468722
0.05,0.85,1,0.85,0.83895,0.987,0.83895,0.028626005,0.83895,0.987,0.83895,0,0.69468722
0.05,0.85,0.85,1,0.83895,0.83895,0.987,0.027892959,0.83895,0.83895,0.987,0,0.69468722
0.05,0.9,0.9,0.95,0.8883,0.8883,0.93765,0.081391631,0.8883,0.8883,0.93765,0,0.739877946
0.05,0.9,0.95,0.9,0.8883,0.93765,0.8883,0.082087338,0.8883,0.93765,0.8883,0,0.739877946
0.05,0.95,0.9,0.9,0.93765,0.8883,0.8883,0.10163336,0.93765,0.8883,0.8883,0,0.739877946
0.05,0.9,0.95,0.95,0.8883,0.93765,0.93765,0.192111903,0.8883,0.93765,0.93765,0,0.780982276
0.05,0.95,0.9,0.95,0.93765,0.8883,0.93765,0.2449387,0.93765,0.8883,0.93765,0,0.780982276
0.05,0.95,0.95,0.9,0.93765,0.93765,0.8883,0.247184685,0.93765,0.93765,0.8883,0,0.780982276
0.05,0.9,0.9,0.85,0.8883,0.8883,0.83895,0.019049712,0.8883,0.8883,0.83895,0,0.661996057
0.05,0.9,0.85,0.9,0.8883,0.83895,0.8883,0.018840207,0.8883,0.83895,0.8883,0,0.661996057
0.05,0.85,0.9,0.9,0.83895,0.8883,0.8883,0.015620661,0.83895,0.8883,0.8883,0,0.661996057
0.05,0.9,0.85,0.85,0.8883,0.83895,0.83895,0.009773546,0.8883,0.83895,0.83895,0,0.625218498
0.05,0.85,0.9,0.85,0.83895,0.8883,0.83895,0.008131195,0.83895,0.8883,0.83895,0,0.625218498
0.05,0.85,0.85,0.9,0.83895,0.83895,0.8883,0.008044477,0.83895,0.83895,0.8883,0,0.625218498
0.05,0.8,0.8,0.95,0.7896,0.7896,0.93765,0.003132396,0.7896,0.7896,0.93765,0,0.58459492
0.05,0.8,0.95,0.8,0.7896,0.93765,0.7896,0.003234441,0.7896,0.93765,0.7896,0,0.58459492
0.05,0.95,0.8,0.8,0.93765,0.7896,0.7896,0.005624023,0.93765,0.7896,0.7896,0,0.58459492
0.05,0.8,0.95,0.95,0.7896,0.93765,0.93765,0.022780918,0.7896,0.93765,0.93765,0,0.694206468
0.05,0.95,0.8,0.95,0.93765,0.7896,0.93765,0.040966582,0.93765,0.7896,0.93765,0,0.694206468
0.05,0.95,0.95,0.8,0.93765,0.93765,0.7896,0.0424394,0.93765,0.93765,0.7896,0,0.694206468
0.05,0.8,0.8,0.85,0.7896,0.7896,0.83895,9.65E-04,0.7896,0.7896,0.83895,0,0.523058613
0.05,0.8,0.85,0.8,0.7896,0.83895,0.7896,9.75E-04,0.7896,0.83895,0.7896,0,0.523058613
0.05,0.85,0.8,0.8,0.83895,0.7896,0.7896,0.001188691,0.83895,0.7896,0.7896,0,0.523058613
0.05,0.8,0.85,0.85,0.7896,0.83895,0.83895,0.001839855,0.7896,0.83895,0.83895,0,0.555749776
0.05,0.85,0.8,0.85,0.83895,0.7896,0.83895,0.002236032,0.83895,0.7896,0.83895,0,0.555749776
