k,S1,S2,S3,ST1,ST2,ST3,lambda,FST1,FST2,FST3,increase,Sinteract
0.04,0.7,0.6,0.6,0.6909,0.5922,0.5922,4.46E-09,0.6909,0.5922,0.5922,0,0.24229921
0.04,0.6,1,0.6,0.5922,0.987,0.5922,3.85E-07,0.5922,0.987,0.5922,0,0.346141729
0.04,0.6,0.9,0.6,0.5922,0.8883,0.5922,9.06E-08,0.5922,0.8883,0.5922,0,0.311527556
0.04,0.6,0.8,0.6,0.5922,0.7896,0.5922,1.82E-08,0.5922,0.7896,0.5922,0,0.276913383
0.04,0.6,0.7,0.6,0.5922,0.6909,0.5922,2.98E-09,0.5922,0.6909,0.5922,0,0.24229921
0.04,0.6,0.6,1,0.5922,0.5922,0.987,2.42E-07,0.5922,0.5922,0.987,0,0.346141729
0.04,0.6,0.6,0.9,0.5922,0.5922,0.8883,6.36E-08,0.5922,0.5922,0.8883,0,0.311527556
0.04,0.6,0.6,0.8,0.5922,0.5922,0.7896,1.43E-08,0.5922,0.5922,0.7896,0,0.276913383
0.04,0.6,0.6,0.7,0.5922,0.5922,0.6909,2.62E-09,0.5922,0.5922,0.6909,0,0.24229921
0.04,1,0.9,0.8,0.987,0.8883,0.7896,0.016197274,0.987,0.8883,0.7896,0,0.692283458
0.04,1,0.9,0.7,0.987,0.8883,0.6909,0.002786553,0.987,0.8883,0.6909,0,0.605748026
0.04,1,0.9,0.6,0.987,0.8883,0.5922,3.89E-04,0.987,0.8883,0.5922,0,0.519212594
0.04,1,0.8,0.9,0.987,0.7896,0.8883,0.013913764,0.987,0.7896,0.8883,0,0.692283458
0.04,1,0.8,0.7,0.987,0.7896,0.6909,5.35E-04,0.987,0.7896,0.6909,0,0.53844269
0.04,1,0.8,0.6,0.987,0.7896,0.5922,7.54E-05,0.987,0.7896,0.5922,0,0.461522305
0.04,1,0.7,0.9,0.987,0.6909,0.8883,0.002094679,0.987,0.6909,0.8883,0,0.605748026
0.04,1,0.7,0.8,0.987,0.6909,0.7896,4.66E-04,0.987,0.6909,0.7896,0,0.53844269
0.04,1,0.7,0.6,0.987,0.6909,0.5922,1.21E-05,0.987,0.6909,0.5922,0,0.403832017
0.04,1,0.6,0.9,0.987,0.5922,0.8883,2.55E-04,0.987,0.5922,0.8883,0,0.519212594
0.04,1,0.6,0.8,0.987,0.5922,0.7896,5.71E-05,0.987,0.5922,0.7896,0,0.461522305
0.04,1,0.6,0.7,0.987,0.5922,0.6909,1.05E-05,0.987,0.5922,0.6909,0,0.403832017
0.04,0.9,1,0.8,0.8883,0.987,0.7896,0.012604631,0.8883,0.987,0.7896,0,0.692283458
0.04,0.9,1,0.7,0.8883,0.987,0.6909,0.002175706,0.8883,0.987,0.6909,0,0.605748026
0.04,0.9,1,0.6,0.8883,0.987,0.5922,3.04E-04,0.8883,0.987,0.5922,0,0.519212594
0.04,0.9,0.8,1,0.8883,0.7896,0.987,0.00942543,0.8883,0.7896,0.987,0,0.692283458
0.04,0.9,0.8,0.7,0.8883,0.7896,0.6909,9.45E-05,0.8883,0.7896,0.6909,0,0.484598421
0.04,0.9,0.8,0.6,0.8883,0.7896,0.5922,1.34E-05,0.8883,0.7896,0.5922,0,0.415370075
0.04,0.9,0.7,1,0.8883,0.6909,0.987,0.001423042,0.8883,0.6909,0.987,0,0.605748026
0.04,0.9,0.7,0.8,0.8883,0.6909,0.7896,8.29E-05,0.8883,0.6909,0.7896,0,0.484598421
0.04,0.9,0.7,0.6,0.8883,0.6909,0.5922,2.15E-06,0.8883,0.6909,0.5922,0,0.363448816
0.04,0.9,0.6,1,0.8883,0.5922,0.987,1.73E-04,0.8883,0.5922,0.987,0,0.519212594
0.04,0.9,0.6,0.8,0.8883,0.5922,0.7896,1.02E-05,0.8883,0.5922,0.7896,0,0.415370075
0.04,0.9,0.6,0.7,0.8883,0.5922,0.6909,1.87E-06,0.8883,0.5922,0.6909,0,0.363448816
0.04,0.8,1,0.9,0.7896,0.987,0.8883,0.008176383,0.7896,0.987,0.8883,0,0.692283458
0.04,0.8,1,0.7,0.7896,0.987,0.6909,3.08E-04,0.7896,0.987,0.6909,0,0.53844269
0.04,0.8,1,0.6,0.7896,0.987,0.5922,4.33E-05,0.7896,0.987,0.5922,0,0.461522305
0.04,0.8,0.9,1,0.7896,0.8883,0.987,0.007182264,0.7896,0.8883,0.987,0,0.692283458
0.04,0.8,0.9,0.7,0.7896,0.8883,0.6909,6.98E-05,0.7896,0.8883,0.6909,0,0.484598421
0.04,0.8,0.9,0.6,0.7896,0.8883,0.5922,9.84E-06,0.7896,0.8883,0.5922,0,0.415370075
0.04,0.8,0.7,1,0.7896,0.6909,0.987,2.07E-04,0.7896,0.6909,0.987,0,0.53844269
0.04,0.8,0.7,0.9,0.7896,0.6909,0.8883,5.42E-05,0.7896,0.6909,0.8883,0,0.484598421
0.04,0.8,0.7,0.6,0.7896,0.6909,0.5922,3.15E-07,0.7896,0.6909,0.5922,0,0.323065614
0.04,0.8,0.6,1,0.7896,0.5922,0.987,2.55E-05,0.7896,0.5922,0.987,0,0.461522305
0.04,0.8,0.6,0.9,0.7896,0.5922,0.8883,6.68E-06,0.7896,0.5922,0.8883,0,0.415370075
0.04,0.8,0.6,0.7,0.7896,0.5922,0.6909,2.75E-07,0.7896,0.5922,0.6909,0,0.323065614
0.04,0.7,1,0.9,0.6909,0.987,0.8883,8.67E-04,0.6909,0.987,0.8883,0,0.605748026
0.04,0.7,1,0.8,0.6909,0.987,0.7896,1.88E-04,0.6909,0.987,0.7896,0,0.53844269
0.04,0.7,1,0.6,0.6909,0.987,0.5922,4.79E-06,0.6909,0.987,0.5922,0,0.403832017
0.04,0.7,0.9,1,0.6909,0.8883,0.987,7.68E-04,0.6909,0.8883,0.987,0,0.605748026
0.04,0.7,0.9,0.8,0.6909,0.8883,0.7896,4.29E-05,0.6909,0.8883,0.7896,0,0.484598421
0.04,0.7,0.9,0.6,0.6909,0.8883,0.5922,1.11E-06,0.6909,0.8883,0.5922,0,0.363448816
0.04,0.7,0.8,1,0.6909,0.7896,0.987,1.47E-04,0.6909,0.7896,0.987,0,0.53844269
0.04,0.7,0.8,0.9,0.6909,0.7896,0.8883,3.81E-05,0.6909,0.7896,0.8883,0,0.484598421
0.04,0.7,0.8,0.6,0.6909,0.7896,0.5922,2.21E-07,0.6909,0.7896,0.5922,0,0.323065614
0.04,0.7,0.6,1,0.6909,0.5922,0.987,2.92E-06,0.6909,0.5922,0.987,0,0.403832017
0.04,0.7,0.6,0.9,0.6909,0.5922,0.8883,7.66E-07,0.6909,0.5922,0.8883,0,0.363448816
0.04,0.7,0.6,0.8,0.6909,0.5922,0.7896,1.72E-07,0.6909,0.5922,0.7896,0,0.323065614
0.04,0.6,1,0.9,0.5922,0.987,0.8883,6.83E-05,0.5922,0.987,0.8883,0,0.519212594
0.04,0.6,1,0.8,0.5922,0.987,0.7896,1.50E-05,0.5922,0.987,0.7896,0,0.461522305
0.04,0.6,1,0.7,0.5922,0.987,0.6909,2.73E-06,0.5922,0.987,0.6909,0,0.403832017
0.04,0.6,0.9,1,0.5922,0.8883,0.987,6.11E-05,0.5922,0.8883,0.987,0,0.519212594
0.04,0.6,0.9,0.8,0.5922,0.8883,0.7896,3.50E-06,0.5922,0.8883,0.7896,0,0.415370075
0.04,0.6,0.9,0.7,0.5922,0.8883,0.6909,6.41E-07,0.5922,0.8883,0.6909,0,0.363448816
0.04,0.6,0.8,1,0.5922,0.7896,0.987,1.20E-05,0.5922,0.7896,0.987,0,0.461522305
0.04,0.6,0.8,0.9,0.5922,0.7896,0.8883,3.14E-06,0.5922,0.7896,0.8883,0,0.415370075
0.04,0.6,0.8,0.7,0.5922,0.7896,0.6909,1.29E-07,0.5922,0.7896,0.6909,0,0.323065614
0.04,0.6,0.7,1,0.5922,0.6909,0.987,1.95E-06,0.5922,0.6909,0.987,0,0.403832017
0.04,0.6,0.7,0.9,0.5922,0.6909,0.8883,5.13E-07,0.5922,0.6909,0.8883,0,0.363448816
0.04,0.6,0.7,0.8,0.5922,0.6909,0.7896,1.15E-07,0.5922,0.6909,0.7896,0,0.323065614
0.045,1,1,1,0.987,0.987,0.987,33.52521496,0.987,0.987,0.987,1,0.961504803
0.045,0.9,1,1,0.8883,0.987,0.987,1.007109101,0.8883,0.987,0.987,1,0.865354323
0.045,0.8,1,1,0.7896,0.987,0.987,0.066370927,0.7896,0.987,0.987,0,0.769203842
0.045,0.7,1,1,0.6909,0.987,0.987,0.007143876,0.6909,0.987,0.987,0,0.673053362
0.045,0.6,1,1,0.5922,0.987,0.987,7.09E-04,0.5922,0.987,0.987,0,0.576902882
0.045,1,0.9,1,0.987,0.8883,0.987,1.49185484,0.987,0.8883,0.987,1,0.865354323
0.045,1,0.8,1,0.987,0.7896,0.987,0.119146838,0.987,0.7896,0.987,0,0.769203842
0.045,1,0.7,1,0.987,0.6909,0.987,0.015930023,0.987,0.6909,0.987,0,0.673053362
0.045,1,0.6,1,0.987,0.5922,0.987,0.00232213,0.987,0.5922,0.987,0,0.576902882
0.045,1,1,0.9,0.987,0.987,0.8883,1.530360043,0.987,0.987,0.8883,1,0.865354323
0.045,1,1,0.8,0.987,0.987,0.7896,0.127774298,0.987,0.987,0.7896,0,0.769203842
0.045,1,1,0.7,0.987,0.987,0.6909,0.017910289,0.987,0.987,0.6909,0,0.673053362
0.045,1,1,0.6,0.987,0.987,0.5922,0.002661085,0.987,0.987,0.5922,0,0.576902882
0.045,0.9,0.9,0.9,0.8883,0.8883,0.8883,0.021769556,0.8883,0.8883,0.8883,0,0.700937001
0.045,1,0.9,0.9,0.987,0.8883,0.8883,0.152446168,0.987,0.8883,0.8883,0,0.77881889
0.045,0.8,0.9,0.9,0.7896,0.8883,0.8883,0.00349944,0.7896,0.8883,0.8883,0,0.623055112
0.045,0.7,0.9,0.9,0.6909,0.8883,0.8883,4.85E-04,0.6909,0.8883,0.8883,0,0.545173223
0.045,0.6,0.9,0.9,0.5922,0.8883,0.8883,5.08E-05,0.5922,0.8883,0.8883,0,0.467291334
0.045,0.9,1,0.9,0.8883,0.987,0.8883,0.113404581,0.8883,0.987,0.8883,0,0.77881889
0.045,0.9,0.8,0.9,0.8883,0.7896,0.8883,0.004596002,0.8883,0.7896,0.8883,0,0.623055112
0.045,0.9,0.7,0.9,0.8883,0.6909,0.8883,8.95E-04,0.8883,0.6909,0.8883,0,0.545173223
0.045,0.9,0.6,0.9,0.8883,0.5922,0.8883,1.42E-04,0.8883,0.5922,0.8883,0,0.467291334
0.045,0.9,0.9,1,0.8883,0.8883,0.987,0.110747188,0.8883,0.8883,0.987,0,0.77881889
0.045,0.9,0.9,0.8,0.8883,0.8883,0.7896,0.004753332,0.8883,0.8883,0.7896,0,0.623055112
0.045,0.9,0.9,0.7,0.8883,0.8883,0.6909,9.46E-04,0.8883,0.8883,0.6909,0,0.545173223
0.045,0.9,0.9,0.6,0.8883,0.8883,0.5922,1.51E-04,0.8883,0.8883,0.5922,0,0.467291334
0.045,0.8,0.8,0.8,0.7896,0.7896,0.7896,1.96E-04,0.7896,0.7896,0.7896,0,0.492290459
0.045,1,0.8,0.8,0.987,0.7896,0.7896,0.00525451,0.987,0.7896,0.7896,0,0.615363074
0.045,0.9,0.8,0.8,0.8883,0.7896,0.7896,0.001101105,0.8883,0.7896,0.7896,0,0.553826767
0.045,0.7,0.8,0.8,0.6909,0.7896,0.7896,2.81E-05,0.6909,0.7896,0.7896,0,0.430754152
0.045,0.6,0.8,0.8,0.5922,0.7896,0.7896,3.00E-06,0.5922,0.7896,0.7896,0,0.369217844
0.045,0.8,1,0.8,0.7896,0.987,0.7896,0.003120733,0.7896,0.987,0.7896,0,0.615363074
0.045,0.8,0.9,0.8,0.7896,0.8883,0.7896,8.27E-04,0.7896,0.8883,0.7896,0,0.553826767
0.045,0.8,0.7,0.8,0.7896,0.6909,0.7896,3.96E-05,0.7896,0.6909,0.7896,0,0.430754152
0.045,0.8,0.6,0.8,0.7896,0.5922,0.7896,6.34E-06,0.7896,0.5922,0.7896,0,0.369217844
0.045,0.8,0.8,1,0.7896,0.7896,0.987,0.002929924,0.7896,0.7896,0.987,0,0.615363074
0.045,0.8,0.8,0.9,0.7896,0.7896,0.8883,8.04E-04,0.7896,0.7896,0.8883,0,0.553826767
0.045,0.8,0.8,0.7,0.7896,0.7896,0.6909,4.02E-05,0.7896,0.7896,0.6909,0,0.430754152
0.045,0.8,0.8,0.6,0.7896,0.7896,0.5922,6.46E-06,0.7896,0.7896,0.5922,0,0.369217844
0.045,0.7,0.7,0.7,0.6909,0.6909,0.6909,1.17E-06,0.6909,0.6909,0.6909,0,0.329796147
0.045,1,0.7,0.7,0.987,0.6909,0.6909,2.11E-04,0.987,0.6909,0.6909,0,0.471137353
0.045,0.9,0.7,0.7,0.8883,0.6909,0.6909,4.52E-05,0.8883,0.6909,0.6909,0,0.424023618
0.045,0.8,0.7,0.7,0.7896,0.6909,0.6909,8.14E-06,0.7896,0.6909,0.6909,0,0.376909883
0.045,0.6,0.7,0.7,0.5922,0.6909,0.6909,1.26E-07,0.5922,0.6909,0.6909,0,0.282682412
0.045,0.7,1,0.7,0.6909,0.987,0.6909,8.69E-05,0.6909,0.987,0.6909,0,0.471137353
0.045,0.7,0.9,0.7,0.6909,0.8883,0.6909,2.38E-05,0.6909,0.8883,0.6909,0,0.424023618
0.045,0.7,0.8,0.7,0.6909,0.7896,0.6909,5.76E-06,0.6909,0.7896,0.6909,0,0.376909883
0.045,0.7,0.6,0.7,0.6909,0.5922,0.6909,1.88E-07,0.6909,0.5922,0.6909,0,0.282682412
0.045,0.7,0.7,1,0.6909,0.6909,0.987,8.08E-05,0.6909,0.6909,0.987,0,0.471137353
0.045,0.7,0.7,0.9,0.6909,0.6909,0.8883,2.31E-05,0.6909,0.6909,0.8883,0,0.424023618
0.045,0.7,0.7,0.8,0.6909,0.6909,0.7896,5.70E-06,0.6909,0.6909,0.7896,0,0.376909883
0.045,0.7,0.7,0.6,0.6909,0.6909,0.5922,1.89E-07,0.6909,0.6909,0.5922,0,0.282682412
0.045,0.6,0.6,0.6,0.5922,0.5922,0.5922,3.26E-09,0.5922,0.5922,0.5922,0,0.207685037
0.045,1,0.6,0.6,0.987,0.5922,0.5922,5.40E-06,0.987,0.5922,0.5922,0,0.346141729
0.045,0.9,0.6,0.6,0.8883,0.5922,0.5922,1.16E-06,0.8883,0.5922,0.5922,0,0.311527556
0.045,0.8,0.6,0.6,0.7896,0.5922,0.5922,2.10E-07,0.7896,0.5922,0.5922,0,0.276913383
0.045,0.7,0.6,0.6,0.6909,0.5922,0.5922,3.03E-08,0.6909,0.5922,0.5922,0,0.24229921
0.045,0.6,1,0.6,0.5922,0.987,0.5922,1.46E-06,0.5922,0.987,0.5922,0,0.346141729
0.045,0.6,0.9,0.6,0.5922,0.8883,0.5922,4.06E-07,0.5922,0.8883,0.5922,0,0.311527556
0.045,0.6,0.8,0.6,0.5922,0.7896,0.5922,9.93E-08,0.5922,0.7896,0.5922,0,0.276913383
0.045,0.6,0.7,0.6,0.5922,0.6909,0.5922,2.03E-08,0.5922,0.6909,0.5922,0,0.24229921
0.045,0.6,0.6,1,0.5922,0.5922,0.987,1.39E-06,0.5922,0.5922,0.987,0,0.346141729
0.045,0.6,0.6,0.9,0.5922,0.5922,0.8883,3.98E-07,0.5922,0.5922,0.8883,0,0.311527556
0.045,0.6,0.6,0.8,0.5922,0.5922,0.7896,9.86E-08,0.5922,0.5922,0.7896,0,0.276913383
0.045,0.6,0.6,0.7,0.5922,0.5922,0.6909,2.03E-08,0.5922,0.5922,0.6909,0,0.24229921
0.045,1,0.9,0.8,0.987,0.8883,0.7896,0.024605064,0.987,0.8883,0.7896,0,0.692283458
0.045,1,0.9,0.7,0.987,0.8883,0.6909,0.00451812,0.987,0.8883,0.6909,0,0.605748026
0.045,1,0.9,0.6,0.987,0.8883,0.5922,7.12E-04,0.987,0.8883,0.5922,0,0.519212594
0.045,1,0.8,0.9,0.987,0.7896,0.8883,0.023712802,0.987,0.7896,0.8883,0,0.692283458
0.045,1,0.8,0.7,0.987,0.7896,0.6909,0.001053055,0.987,0.7896,0.6909,0,0.53844269
0.045,1,0.8,0.6,0.987,0.7896,0.5922,1.69E-04,0.987,0.7896,0.5922,0,0.461522305
0.045,1,0.7,0.9,0.987,0.6909,0.8883,0.00423754,0.987,0.6909,0.8883,0,0.605748026
0.045,1,0.7,0.8,0.987,0.6909,0.7896,0.00102938,0.987,0.6909,0.7896,0,0.53844269
0.045,1,0.7,0.6,0.987,0.6909,0.5922,3.39E-05,0.987,0.6909,0.5922,0,0.403832017
0.045,1,0.6,0.9,0.987,0.5922,0.8883,6.60E-04,0.987,0.5922,0.8883,0,0.519212594
0.045,1,0.6,0.8,0.987,0.5922,0.7896,1.63E-04,0.987,0.5922,0.7896,0,0.461522305
0.045,1,0.6,0.7,0.987,0.5922,0.6909,3.35E-05,0.987,0.5922,0.6909,0,0.403832017
0.045,0.9,1,0.8,0.8883,0.987,0.7896,0.019178733,0.8883,0.987,0.7896,0,0.692283458
0.045,0.9,1,0.7,0.8883,0.987,0.6909,0.003553299,0.8883,0.987,0.6909,0,0.605748026
0.045,0.9,1,0.6,0.8883,0.987,0.5922,5.59E-04,0.8883,0.987,0.5922,0,0.519212594
0.045,0.9,0.8,1,0.8883,0.7896,0.987,0.01791642,0.8883,0.7896,0.987,0,0.692283458
0.045,0.9,0.8,0.7,0.8883,0.7896,0.6909,2.24E-04,0.8883,0.7896,0.6909,0,0.484598421
0.045,0.9,0.8,0.6,0.8883,0.7896,0.5922,3.61E-05,0.8883,0.7896,0.5922,0,0.415370075
0.045,0.9,0.7,1,0.8883,0.6909,0.987,0.00319202,0.8883,0.6909,0.987,0,0.605748026
0.045,0.9,0.7,0.8,0.8883,0.6909,0.7896,2.20E-04,0.8883,0.6909,0.7896,0,0.484598421
0.045,0.9,0.7,0.6,0.8883,0.6909,0.5922,7.28E-06,0.8883,0.6909,0.5922,0,0.363448816
0.045,0.9,0.6,1,0.8883,0.5922,0.987,4.96E-04,0.8883,0.5922,0.987,0,0.519212594
0.045,0.9,0.6,0.8,0.8883,0.5922,0.7896,3.51E-05,0.8883,0.5922,0.7896,0,0.415370075
0.045,0.9,0.6,0.7,0.8883,0.5922,0.6909,7.22E-06,0.8883,0.5922,0.6909,0,0.363448816
0.045,0.8,1,0.9,0.7896,0.987,0.8883,0.014091763,0.7896,0.987,0.8883,0,0.692283458
0.045,0.8,1,0.7,0.7896,0.987,0.6909,6.19E-04,0.7896,0.987,0.6909,0,0.53844269
0.045,0.8,1,0.6,0.7896,0.987,0.5922,9.87E-05,0.7896,0.987,0.5922,0,0.461522305
0.045,0.8,0.9,1,0.7896,0.8883,0.987,0.01376692,0.7896,0.8883,0.987,0,0.692283458
0.045,0.8,0.9,0.7,0.7896,0.8883,0.6909,1.68E-04,0.7896,0.8883,0.6909,0,0.484598421
0.045,0.8,0.9,0.6,0.7896,0.8883,0.5922,2.69E-05,0.7896,0.8883,0.5922,0,0.415370075
0.045,0.8,0.7,1,0.7896,0.6909,0.987,5.65E-04,0.7896,0.6909,0.987,0,0.53844269
0.045,0.8,0.7,0.9,0.7896,0.6909,0.8883,1.60E-04,0.7896,0.6909,0.8883,0,0.484598421
0.045,0.8,0.7,0.6,0.7896,0.6909,0.5922,1.31E-06,0.7896,0.6909,0.5922,0,0.323065614
0.045,0.8,0.6,1,0.7896,0.5922,0.987,8.92E-05,0.7896,0.5922,0.987,0,0.461522305
0.045,0.8,0.6,0.9,0.7896,0.5922,0.8883,2.56E-05,0.7896,0.5922,0.8883,0,0.415370075
0.045,0.8,0.6,0.7,0.7896,0.5922,0.6909,1.30E-06,0.7896,0.5922,0.6909,0,0.323065614
0.045,0.7,1,0.9,0.6909,0.987,0.8883,0.001841713,0.6909,0.987,0.8883,0,0.605748026
0.045,0.7,1,0.8,0.6909,0.987,0.7896,4.32E-04,0.6909,0.987,0.7896,0,0.53844269
0.045,0.7,1,0.6,0.6909,0.987,0.5922,1.39E-05,0.6909,0.987,0.5922,0,0.403832017
0.045,0.7,0.9,1,0.6909,0.8883,0.987,0.001801483,0.6909,0.8883,0.987,0,0.605748026
0.045,0.7,0.9,0.8,0.6909,0.8883,0.7896,1.17E-04,0.6909,0.8883,0.7896,0,0.484598421
0.045,0.7,0.9,0.6,0.6909,0.8883,0.5922,3.82E-06,0.6909,0.8883,0.5922,0,0.363448816
0.045,0.7,0.8,1,0.6909,0.7896,0.987,4.09E-04,0.6909,0.7896,0.987,0,0.53844269
0.045,0.7,0.8,0.9,0.6909,0.7896,0.8883,1.14E-04,0.6909,0.7896,0.8883,0,0.484598421
0.045,0.7,0.8,0.6,0.6909,0.7896,0.5922,9.26E-07,0.6909,0.7896,0.5922,0,0.323065614
0.045,0.7,0.6,1,0.6909,0.5922,0.987,1.29E-05,0.6909,0.5922,0.987,0,0.403832017
0.045,0.7,0.6,0.9,0.6909,0.5922,0.8883,3.69E-06,0.6909,0.5922,0.8883,0,0.363448816
0.045,0.7,0.6,0.8,0.6909,0.5922,0.7896,9.14E-07,0.6909,0.5922,0.7896,0,0.323065614
0.045,0.6,1,0.9,0.5922,0.987,0.8883,1.89E-04,0.5922,0.987,0.8883,0,0.519212594
0.045,0.6,1,0.8,0.5922,0.987,0.7896,4.50E-05,0.5922,0.987,0.7896,0,0.461522305
0.045,0.6,1,0.7,0.5922,0.987,0.6909,9.10E-06,0.5922,0.987,0.6909,0,0.403832017
0.045,0.6,0.9,1,0.5922,0.8883,0.987,1.85E-04,0.5922,0.8883,0.987,0,0.519212594
0.045,0.6,0.9,0.8,0.5922,0.8883,0.7896,1.24E-05,0.5922,0.8883,0.7896,0,0.415370075
0.045,0.6,0.9,0.7,0.5922,0.8883,0.6909,2.53E-06,0.5922,0.8883,0.6909,0,0.363448816
0.045,0.6,0.8,1,0.5922,0.7896,0.987,4.32E-05,0.5922,0.7896,0.987,0,0.461522305
0.045,0.6,0.8,0.9,0.5922,0.7896,0.8883,1.22E-05,0.5922,0.7896,0.8883,0,0.415370075
0.045,0.6,0.8,0.7,0.5922,0.7896,0.6909,6.17E-07,0.5922,0.7896,0.6909,0,0.323065614
0.045,0.6,0.7,1,0.5922,0.6909,0.987,8.66E-06,0.5922,0.6909,0.987,0,0.403832017
0.045,0.6,0.7,0.9,0.5922,0.6909,0.8883,2.48E-06,0.5922,0.6909,0.8883,0,0.363448816
0.045,0.6,0.7,0.8,0.5922,0.6909,0.7896,6.14E-07,0.5922,0.6909,0.7896,0,0.323065614
0.05,1,1,1,0.987,0.987,0.987,49.63998801,0.987,0.987,0.987,1,0.961504803
0.05,0.9,1,1,0.8883,0.987,0.987,1.466772969,0.8883,0.987,0.987,1,0.865354323
0.05,0.8,1,1,0.7896,0.987,0.987,0.092227567,0.7896,0.987,0.987,0,0.769203842
0.05,0.7,1,1,0.6909,0.987,0.987,0.010302049,0.6909,0.987,0.987,0,0.673053362
0.05,0.6,1,1,0.5922,0.987,0.987,0.001152772,0.5922,0.987,0.987,0,0.576902882
0.05,1,0.9,1,0.987,0.8883,0.987,2.773853896,0.987,0.8883,0.987,1,0.865354323
0.05,1,0.8,1,0.987,0.7896,0.987,0.23623094,0.987,0.7896,0.987,0,0.769203842
0.05,1,0.7,1,0.987,0.6909,0.987,0.03304489,0.987,0.6909,0.987,0,0.673053362
0.05,1,0.6,1,0.987,0.5922,0.987,0.005701011,0.987,0.5922,0.987,0,0.576902882
0.05,1,1,0.9,0.987,0.987,0.8883,2.832204523,0.987,0.987,0.8883,1,0.865354323
0.05,1,1,0.8,0.987,0.987,0.7896,0.247389905,0.987,0.987,0.7896,0,0.769203842
0.05,1,1,0.7,0.987,0.987,0.6909,0.035919724,0.987,0.987,0.6909,0,0.673053362
0.05,1,1,0.6,0.987,0.987,0.5922,0.006354955,0.987,0.987,0.5922,0,0.576902882
0.05,0.9,0.9,0.9,0.8883,0.8883,0.8883,0.038634689,0.8883,0.8883,0.8883,0,0.700937001
0.05,1,0.9,0.9,0.987,0.8883,0.8883,0.299396745,0.987,0.8883,0.8883,0,0.77881889
0.05,0.8,0.9,0.9,0.7896,0.8883,0.8883,0.00640085,0.7896,0.8883,0.8883,0,0.623055112
0.05,0.7,0.9,0.9,0.6909,0.8883,0.8883,9.81E-04,0.6909,0.8883,0.8883,0,0.545173223
0.05,0.6,0.9,0.9,0.5922,0.8883,0.8883,1.17E-04,0.5922,0.8883,0.8883,0,0.467291334
0.05,0.9,1,0.9,0.8883,0.987,0.8883,0.184908814,0.8883,0.987,0.8883,0,0.77881889
0.05,0.9,0.8,0.9,0.8883,0.7896,0.8883,0.009307333,0.8883,0.7896,0.8883,0,0.623055112
0.05,0.9,0.7,0.9,0.8883,0.6909,0.8883,0.002193717,0.8883,0.6909,0.8883,0,0.545173223
0.05,0.9,0.6,0.9,0.8883,0.5922,0.8883,4.46E-04,0.8883,0.5922,0.8883,0,0.467291334
0.05,0.9,0.9,1,0.8883,0.8883,0.987,0.182149148,0.8883,0.8883,0.987,0,0.77881889
0.05,0.9,0.9,0.8,0.8883,0.8883,0.7896,0.009531416,0.8883,0.8883,0.7896,0,0.623055112
0.05,0.9,0.9,0.7,0.8883,0.8883,0.6909,0.002295761,0.8883,0.8883,0.6909,0,0.545173223
0.05,0.9,0.9,0.6,0.8883,0.8883,0.5922,4.71E-04,0.8883,0.8883,0.5922,0,0.467291334
0.05,0.8,0.8,0.8,0.7896,0.7896,0.7896,5.15E-04,0.7896,0.7896,0.7896,0,0.492290459
0.05,1,0.8,0.8,0.987,0.7896,0.7896,0.011795296,0.987,0.7896,0.7896,0,0.615363074
0.05,0.9,0.8,0.8,0.8883,0.7896,0.7896,0.002628285,0.8883,0.7896,0.7896,0,0.553826767
0.05,0.7,0.8,0.8,0.6909,0.7896,0.7896,8.25E-05,0.6909,0.7896,0.7896,0,0.430754152
0.05,0.6,0.8,0.8,0.5922,0.7896,0.7896,1.01E-05,0.5922,0.7896,0.7896,0,0.369217844
0.05,0.8,1,0.8,0.7896,0.987,0.7896,0.005722268,0.7896,0.987,0.7896,0,0.615363074
0.05,0.8,0.9,0.8,0.7896,0.8883,0.7896,0.001795636,0.7896,0.8883,0.7896,0,0.553826767
0.05,0.8,0.7,0.8,0.7896,0.6909,0.7896,1.30E-04,0.7896,0.6909,0.7896,0,0.430754152
0.05,0.8,0.6,0.8,0.7896,0.5922,0.7896,2.68E-05,0.7896,0.5922,0.7896,0,0.369217844
0.05,0.8,0.8,1,0.7896,0.7896,0.987,0.005495202,0.7896,0.7896,0.987,0,0.615363074
0.05,0.8,0.8,0.9,0.7896,0.7896,0.8883,0.001757422,0.7896,0.7896,0.8883,0,0.553826767
0.05,0.8,0.8,0.7,0.7896,0.7896,0.6909,1.31E-04,0.7896,0.7896,0.6909,0,0.430754152
0.05,0.8,0.8,0.6,0.7896,0.7896,0.5922,2.74E-05,0.7896,0.7896,0.5922,0,0.369217844
0.05,0.7,0.7,0.7,0.6909,0.6909,0.6909,5.38E-06,0.6909,0.6909,0.6909,0,0.329796147
0.05,1,0.7,0.7,0.987,0.6909,0.6909,7.11E-04,0.987,0.6909,0.6909,0,0.471137353
0.05,0.9,0.7,0.7,0.8883,0.6909,0.6909,1.67E-04,0.8883,0.6909,0.6909,0,0.424023618
0.05,0.8,0.7,0.7,0.7896,0.6909,0.6909,3.33E-05,0.7896,0.6909,0.6909,0,0.376909883
0.05,0.6,0.7,0.7,0.5922,0.6909,0.6909,6.60E-07,0.5922,0.6909,0.6909,0,0.282682412
0.05,0.7,1,0.7,0.6909,0.987,0.6909,2.19E-04,0.6909,0.987,0.6909,0,0.471137353
